Zone,Produit,origine,dispo_alim_tonnes,Disponibilité alimentaire (Kcal/personne/jour),Disponibilité de protéines en quantité (g/personne/jour),Disponibilité de matière grasse en quantité (g/personne/jour)
Liban,Maïs,vegetal,1977.0199999999998,4.0,0.11,0.01
Liban,Miel,vegetal,1784.14,3.0,0.0,
Liban,Millet,vegetal,,,,
Liban,Miscellanees,vegetal,,1.0,0.04,0.02
Liban,Noix,vegetal,63553.96,85.0,2.41,7.54
Liban,Oignons,vegetal,70208.32,18.0,0.5,0.08
Liban,Olives,vegetal,21120.36,14.0,0.14,1.39
Liban,"Oranges, Mandarines",vegetal,68231.3,11.0,0.24,0.07
Liban,Orge,vegetal,5786.4,10.0,0.23,0.03
Liban,Pamplemousse,vegetal,7908.079999999999,1.0,0.03,0.01
Liban,Patates douces,vegetal,2025.24,1.0,0.01,0.0
Liban,Piments,vegetal,482.2,1.0,0.03,0.05
Liban,"Plantes Oleiferes, Autre",vegetal,96.44,0.0,0.01,0.02
Liban,Pois,vegetal,3809.38,7.0,0.54,0.03
Liban,Poivre,vegetal,530.42,1.0,0.03,0.01
Liban,Pommes,vegetal,63071.76,16.0,0.1,0.07
Liban,Pommes de Terre,vegetal,212312.66,90.0,1.43,0.23
Liban,Racines nda,vegetal,1060.84,0.0,0.01,0.0
Liban,Raisin,vegetal,44362.4,19.0,0.18,0.06
Liban,Riz (Eq Blanchi),vegetal,52270.48,110.0,2.11,0.21
Liban,Seigle,vegetal,0.0,0.0,,
Liban,Soja,vegetal,144.66,0.0,0.01,0.0
Liban,Sorgho,vegetal,,,,
Liban,Sucre Eq Brut,vegetal,189697.48000000004,367.0,,
Liban,"Sucre, betterave",vegetal,,,,
Liban,"Sucre, canne",vegetal,0.0,0.0,0.0,
Liban,Sésame,vegetal,12199.659999999998,41.0,1.29,3.7
Liban,Thé,vegetal,4773.78,1.0,0.27,
Liban,Tomates,vegetal,338600.84,36.0,1.95,0.4
Liban,Vin,vegetal,13019.4,5.0,,
Liban,"Épices, Autres",vegetal,2073.46,4.0,0.12,0.14
Libéria,Aliments pour enfants,vegetal,815.86,2.0,0.08,0.02
Libéria,Ananas,vegetal,7686.26,2.0,0.01,0.01
Libéria,Arachides Decortiquees,vegetal,3134.62,11.0,0.46,0.89
Libéria,Avoine,vegetal,1245.26,2.0,0.06,0.03
Libéria,Bananes,vegetal,121477.26,47.0,0.78,0.08
Libéria,Bananes plantains,vegetal,44485.84,25.0,0.23,0.06
Libéria,Bière,vegetal,19838.28,5.0,0.06,
Libéria,Blé,vegetal,47019.3,99.0,2.29,0.85
Libéria,Boissons Alcooliques,vegetal,14857.24,28.0,,
Libéria,Boissons Fermentés,vegetal,601.16,0.0,,
Libéria,Café,vegetal,1159.38,0.0,0.03,
Libéria,Citrons & Limes,vegetal,0.0,0.0,,
Libéria,Coco (Incl Coprah),vegetal,5968.66,4.0,0.03,0.34
Libéria,"Céréales, Autres",vegetal,0.0,0.0,0.0,0.0
Libéria,Edulcorants Autres,vegetal,2490.52,3.0,,
Libéria,Feve de Cacao,vegetal,2232.88,7.0,0.07,0.65
Libéria,"Fruits, Autres",vegetal,4122.24,1.0,0.01,0.01
Libéria,Huil Plantes Oleif Autr,vegetal,3907.54,22.0,0.01,2.48
Libéria,Huile d'Arachide,vegetal,0.0,0.0,,0.0
Libéria,Huile d'Olive,vegetal,128.82,1.0,,0.08
Libéria,Huile de Coco,vegetal,0.0,0.0,,0.0
Libéria,Huile de Colza&Moutarde,vegetal,85.88,0.0,,0.04
Libéria,Huile de Palme,vegetal,62735.34,354.0,,40.03
Libéria,Huile de Palmistes,vegetal,5195.74,29.0,,3.32
Libéria,Huile de Soja,vegetal,0.0,0.0,,0.0
Libéria,Huile de Sésame,vegetal,0.0,0.0,,0.01
Libéria,Ignames,vegetal,19365.94,12.0,0.2,0.02
Libéria,"Légumes, Autres",vegetal,108767.02,20.0,1.04,0.22
Libéria,Légumineuses Autres,vegetal,5839.84,13.0,0.82,0.07
Libéria,Manioc,vegetal,520003.4,365.0,2.99,0.33
Libéria,Maïs,vegetal,171.76,0.0,0.01,0.0
Libéria,Miel,vegetal,0.0,0.0,,
Libéria,Miscellanees,vegetal,,2.0,0.06,0.05
Libéria,Noix,vegetal,2490.52,4.0,0.11,0.4
Libéria,"Oranges, Mandarines",vegetal,8287.42,1.0,0.02,0.01
Libéria,Orge,vegetal,0.0,0.0,0.0,
Libéria,Palmistes,vegetal,,,,
Libéria,Patates douces,vegetal,20868.84,13.0,0.17,0.03
Libéria,"Plantes Oleiferes, Autre",vegetal,0.0,0.0,0.0,0.0
Libéria,Poivre,vegetal,0.0,0.0,0.0,
Libéria,Pommes,vegetal,472.34,0.0,0.0,0.0
Libéria,Pommes de Terre,vegetal,1159.38,1.0,0.01,0.0
Libéria,Racines nda,vegetal,24733.44,14.0,0.24,0.02
Libéria,Raisin,vegetal,128.82,0.0,0.0,
Libéria,Riz (Eq Blanchi),vegetal,406856.5,952.0,18.96,2.6
Libéria,Soja,vegetal,2705.22,6.0,0.65,0.31
Libéria,Sucre Eq Brut,vegetal,21770.58,51.0,,
Libéria,"Sucre, canne",vegetal,40020.08,8.0,0.05,
Libéria,Sésame,vegetal,,,,
Libéria,Thé,vegetal,343.52,0.0,0.02,
Libéria,Tomates,vegetal,7385.68,1.0,0.05,0.01
Libéria,Vin,vegetal,343.52,0.0,,
Libéria,"Épices, Autres",vegetal,0.0,0.0,0.0,0.0
Lituanie,"Agrumes, Autres",vegetal,211.19000000000003,0.0,,
Lituanie,"Alcool, non Comestible",vegetal,,,,
Lituanie,Aliments pour enfants,vegetal,754.25,3.0,0.1,0.02
Lituanie,Ananas,vegetal,4434.99,2.0,0.01,0.0
Lituanie,Arachides Decortiquees,vegetal,2292.92,12.0,0.53,1.02
Lituanie,Avoine,vegetal,9051.0,17.0,0.72,0.29
Lituanie,Bananes,vegetal,17649.45,10.0,0.11,0.05
Lituanie,Bananes plantains,vegetal,3077.34,2.0,0.02,0.01
Lituanie,Bière,vegetal,310207.94,138.0,1.41,
Lituanie,Blé,vegetal,366837.03,950.0,28.32,3.86
Lituanie,Boissons Alcooliques,vegetal,45888.57,123.0,,
Lituanie,Boissons Fermentés,vegetal,874.9299999999998,0.0,0.0,
Lituanie,Café,vegetal,16382.31,7.0,0.74,
Lituanie,Citrons & Limes,vegetal,5430.6,1.0,0.03,0.01
Lituanie,Coco (Incl Coprah),vegetal,995.61,1.0,0.01,0.12
Lituanie,"Céréales, Autres",vegetal,1538.67,4.0,0.11,0.01
Lituanie,Dattes,vegetal,331.87,0.0,0.0,0.0
Lituanie,Edulcorants Autres,vegetal,41061.37,86.0,0.0,
Lituanie,Feve de Cacao,vegetal,331.87,2.0,0.03,0.22
Lituanie,"Fruits, Autres",vegetal,29898.47,14.0,0.2,0.22
Lituanie,Girofles,vegetal,0.0,0.0,,0.0
Lituanie,Graines Colza/Moutarde,vegetal,0.0,2.0,0.0,0.0
Lituanie,Graines de tournesol,vegetal,,,,
Lituanie,Haricots,vegetal,,,,
Lituanie,Huil Plantes Oleif Autr,vegetal,965.44,6.0,0.0,0.77
Lituanie,Huile Graines de Coton,vegetal,,,,
Lituanie,Huile d'Arachide,vegetal,0.0,0.0,,0.0
Lituanie,Huile d'Olive,vegetal,1025.7800000000002,8.0,,0.93
Lituanie,Huile de Coco,vegetal,512.8900000000001,4.0,,0.47
Lituanie,Huile de Colza&Moutarde,vegetal,4072.9500000000003,33.0,0.03,3.73
Lituanie,Huile de Germe de Maïs,vegetal,30.17,0.0,,0.04
Lituanie,Huile de Palme,vegetal,,,,
Lituanie,Huile de Palmistes,vegetal,,,,
Lituanie,Huile de Soja,vegetal,5400.43,43.0,,4.9
Lituanie,Huile de Sésame,vegetal,0.0,0.0,,0.0
Lituanie,Huile de Tournesol,vegetal,11193.07,90.0,0.0,10.18
Lituanie,"Légumes, Autres",vegetal,235386.34,53.0,2.19,0.4
Lituanie,Légumineuses Autres,vegetal,301.7,1.0,0.06,0.01
Lituanie,Manioc,vegetal,,,,
Lituanie,Maïs,vegetal,1991.22,6.0,0.13,0.02
Lituanie,Miel,vegetal,2051.5600000000004,6.0,0.01,
Lituanie,Millet,vegetal,,,,
Lituanie,Miscellanees,vegetal,,1.0,0.02,0.01
Lituanie,Noix,vegetal,4133.290000000001,14.0,0.36,1.26
Lituanie,Oignons,vegetal,37712.5,14.0,0.48,0.08
Lituanie,Olives,vegetal,1991.22,2.0,0.02,0.2
Lituanie,"Oranges, Mandarines",vegetal,47638.43,11.0,0.19,0.03
Lituanie,Orge,vegetal,24377.36,54.0,1.6,0.2
Lituanie,Pamplemousse,vegetal,6848.59,1.0,0.02,0.0
Lituanie,Patates douces,vegetal,30.17,0.0,,
Lituanie,Piments,vegetal,150.85,0.0,0.02,0.02
Lituanie,"Plantes Oleiferes, Autre",vegetal,,,,
Lituanie,Pois,vegetal,10529.33,30.0,1.98,0.16
Lituanie,Poivre,vegetal,331.87,1.0,0.03,0.01
Lituanie,Pommes,vegetal,23170.56,7.0,0.05,0.02
Lituanie,Pommes de Terre,vegetal,288877.75,174.0,4.14,0.26
Lituanie,Racines nda,vegetal,0.0,0.0,,
Lituanie,Raisin,vegetal,9382.87,6.0,0.07,0.01
Lituanie,Riz (Eq Blanchi),vegetal,9262.19,30.0,0.57,0.06
Lituanie,Seigle,vegetal,42509.53,105.0,2.78,0.56
Lituanie,Soja,vegetal,60.34,0.0,0.01,
Lituanie,Sorgho,vegetal,,,,
Lituanie,Sucre Eq Brut,vegetal,100043.71999999999,316.0,,
Lituanie,"Sucre, betterave",vegetal,,,,
Lituanie,Sésame,vegetal,,,,
Lituanie,Thé,vegetal,965.44,0.0,0.08,
Lituanie,Tomates,vegetal,55723.99,8.0,0.37,0.09
Lituanie,Vin,vegetal,39854.57,26.0,0.0,
Lituanie,"Épices, Autres",vegetal,2473.94,8.0,0.32,0.31
Luxembourg,"Agrumes, Autres",vegetal,657.2,1.0,0.01,
Luxembourg,"Alcool, non Comestible",vegetal,,,,
Luxembourg,Aliments pour enfants,vegetal,715.5,14.0,0.56,0.11
Luxembourg,Ananas,vegetal,1743.7,4.0,0.03,0.01
Luxembourg,Arachides Decortiquees,vegetal,233.2,8.0,0.35,0.65
Luxembourg,Avoine,vegetal,810.9,9.0,0.37,0.14
Luxembourg,Bananes,vegetal,3757.7,12.0,0.13,0.06
Luxembourg,Bananes plantains,vegetal,710.2,3.0,0.03,0.01
Luxembourg,Bière,vegetal,46258.4,117.0,1.19,
Luxembourg,Blé,vegetal,54696.0,774.0,20.98,9.38
Luxembourg,Boissons Alcooliques,vegetal,5830.0,89.0,,
Luxembourg,Boissons Fermentés,vegetal,190.8,0.0,,
Luxembourg,Café,vegetal,12974.4,32.0,3.96,
Luxembourg,Citrons & Limes,vegetal,1219.0,1.0,0.03,0.01
Luxembourg,Coco (Incl Coprah),vegetal,397.5,3.0,0.03,0.28
Luxembourg,"Céréales, Autres",vegetal,2925.6,44.0,1.2,0.13
Luxembourg,Dattes,vegetal,31.8,0.0,,
Luxembourg,Edulcorants Autres,vegetal,20405.0,167.0,,
Luxembourg,Feve de Cacao,vegetal,2962.7,112.0,1.27,10.14
Luxembourg,"Fruits, Autres",vegetal,26659.0,53.0,0.63,0.38
Luxembourg,Girofles,vegetal,0.0,0.0,,
Luxembourg,Graines Colza/Moutarde,vegetal,0.0,4.0,0.0,0.0
Luxembourg,Graines de coton,vegetal,,,,
Luxembourg,Graines de tournesol,vegetal,,,,
Luxembourg,Haricots,vegetal,243.8,4.0,0.28,0.02
Luxembourg,Huil Plantes Oleif Autr,vegetal,1494.6,67.0,0.04,7.57
Luxembourg,Huile Graines de Coton,vegetal,,,,
Luxembourg,Huile d'Arachide,vegetal,699.6,32.0,,3.62
Luxembourg,Huile d'Olive,vegetal,1309.1,60.0,,6.76
Luxembourg,Huile de Coco,vegetal,,,,
Luxembourg,Huile de Colza&Moutarde,vegetal,837.4,38.0,,4.33
Luxembourg,Huile de Germe de Maïs,vegetal,286.2,13.0,,1.48
Luxembourg,Huile de Palme,vegetal,,,,
Luxembourg,Huile de Palmistes,vegetal,,,,
Luxembourg,Huile de Soja,vegetal,249.1,11.0,,1.3
Luxembourg,Huile de Sésame,vegetal,,,,
Luxembourg,Huile de Tournesol,vegetal,1192.5,54.0,,6.16
Luxembourg,"Légumes, Autres",vegetal,42431.8,71.0,3.29,0.55
Luxembourg,Légumineuses Autres,vegetal,376.3,7.0,0.45,0.04
Luxembourg,Manioc,vegetal,,,,
Luxembourg,Maïs,vegetal,2459.2,30.0,0.69,0.1
Luxembourg,Miel,vegetal,254.4,4.0,0.01,
Luxembourg,Millet,vegetal,,,,
Luxembourg,Miscellanees,vegetal,,10.0,0.3,0.12
Luxembourg,Noix,vegetal,259.7,3.0,0.05,0.21
Luxembourg,Oignons,vegetal,2618.2,4.0,0.15,0.03
Luxembourg,Olives,vegetal,789.7,5.0,0.05,0.5
Luxembourg,"Oranges, Mandarines",vegetal,55522.8,48.0,0.77,0.08
Luxembourg,Orge,vegetal,985.8,15.0,0.4,0.06
Luxembourg,Palmistes,vegetal,,,,
Luxembourg,Pamplemousse,vegetal,1203.1,1.0,0.02,
Luxembourg,Patates douces,vegetal,79.5,0.0,,
Luxembourg,Piments,vegetal,15.9,0.0,0.01,0.02
Luxembourg,"Plantes Oleiferes, Autre",vegetal,,,,
Luxembourg,Pois,vegetal,,,,
Luxembourg,Poivre,vegetal,58.3,1.0,0.03,0.01
Luxembourg,Pommes,vegetal,13854.2,23.0,0.05,0.11
Luxembourg,Pommes de Terre,vegetal,29547.5,92.0,2.06,0.11
Luxembourg,Racines nda,vegetal,,,,
Luxembourg,Raisin,vegetal,1075.9,4.0,0.04,0.01
Luxembourg,Riz (Eq Blanchi),vegetal,2226.0,44.0,0.84,0.12
Luxembourg,Seigle,vegetal,662.5,8.0,0.22,0.05
Luxembourg,Soja,vegetal,21.2,0.0,0.02,
Luxembourg,Sorgho,vegetal,,,,
Luxembourg,Sucre Eq Brut,vegetal,6587.9,149.0,,
Luxembourg,"Sucre, betterave",vegetal,,,,
Luxembourg,Sésame,vegetal,,,,
Luxembourg,Thé,vegetal,355.1,1.0,0.14,
Luxembourg,Tomates,vegetal,11893.2,11.0,0.53,0.12
Luxembourg,Vin,vegetal,27247.3,100.0,0.01,
Luxembourg,"Épices, Autres",vegetal,540.6,9.0,0.3,0.41
Macédoine du Nord,"Agrumes, Autres",vegetal,168.56,0.0,0.0,0.0
Macédoine du Nord,"Alcool, non Comestible",vegetal,,,,
Macédoine du Nord,Aliments pour enfants,vegetal,379.26,2.0,0.07,0.01
Macédoine du Nord,Ananas,vegetal,632.1,0.0,0.0,
Macédoine du Nord,Arachides Decortiquees,vegetal,3413.34,25.0,1.16,2.18
Macédoine du Nord,Avoine,vegetal,2718.03,8.0,0.3,0.11
Macédoine du Nord,Bananes,vegetal,3139.43,2.0,0.03,0.01
Macédoine du Nord,Bananes plantains,vegetal,13210.89,13.0,0.14,0.05
Macédoine du Nord,Bière,vegetal,59902.01,38.0,0.39,
Macédoine du Nord,Blé,vegetal,220813.6,761.0,22.45,3.13
Macédoine du Nord,Boissons Alcooliques,vegetal,2823.38,11.0,,
Macédoine du Nord,Boissons Fermentés,vegetal,484.61,0.0,,
Macédoine du Nord,Café,vegetal,10598.21,6.0,0.73,
Macédoine du Nord,Citrons & Limes,vegetal,4382.56,1.0,0.03,0.01
Macédoine du Nord,Coco (Incl Coprah),vegetal,84.28,0.0,0.0,0.01
Macédoine du Nord,"Céréales, Autres",vegetal,189.63,1.0,0.01,0.0
Macédoine du Nord,Dattes,vegetal,442.47,1.0,0.01,0.0
Macédoine du Nord,Edulcorants Autres,vegetal,7859.11,20.0,,
Macédoine du Nord,Feve de Cacao,vegetal,5246.43,36.0,0.54,3.21
Macédoine du Nord,"Fruits, Autres",vegetal,50315.16,32.0,0.45,0.3
Macédoine du Nord,Girofles,vegetal,0.0,0.0,,
Macédoine du Nord,Graines Colza/Moutarde,vegetal,0.0,2.0,0.0,0.0
Macédoine du Nord,Graines de coton,vegetal,,,,
Macédoine du Nord,Graines de tournesol,vegetal,,,,
Macédoine du Nord,Haricots,vegetal,6215.65,28.0,1.78,0.14
Macédoine du Nord,Huil Plantes Oleif Autr,vegetal,0.0,0.0,0.0,0.0
Macédoine du Nord,Huile Graines de Coton,vegetal,,,,
Macédoine du Nord,Huile d'Arachide,vegetal,0.0,0.0,,0.0
Macédoine du Nord,Huile d'Olive,vegetal,1812.02,21.0,,2.34
Macédoine du Nord,Huile de Coco,vegetal,0.0,0.0,,0.01
Macédoine du Nord,Huile de Colza&Moutarde,vegetal,,,,
Macédoine du Nord,Huile de Germe de Maïs,vegetal,84.28,1.0,,0.1
Macédoine du Nord,Huile de Palme,vegetal,,,,
Macédoine du Nord,Huile de Palmistes,vegetal,,,,
Macédoine du Nord,Huile de Soja,vegetal,126.42,1.0,,0.15
Macédoine du Nord,Huile de Son de Riz,vegetal,0.0,0.0,,0.0
Macédoine du Nord,Huile de Sésame,vegetal,316.05,4.0,,0.42
Macédoine du Nord,Huile de Tournesol,vegetal,32363.52,373.0,0.04,42.18
Macédoine du Nord,"Légumes, Autres",vegetal,291566.66,91.0,4.08,0.85
Macédoine du Nord,Légumineuses Autres,vegetal,2001.65,9.0,0.57,0.08
Macédoine du Nord,Manioc,vegetal,,,,
Macédoine du Nord,Maïs,vegetal,47871.04,203.0,4.7,0.67
Macédoine du Nord,Miel,vegetal,884.94,3.0,0.01,
Macédoine du Nord,Millet,vegetal,,,,
Macédoine du Nord,Miscellanees,vegetal,,3.0,0.09,0.04
Macédoine du Nord,Noix,vegetal,8954.75,30.0,0.72,2.85
Macédoine du Nord,Oignons,vegetal,41486.83,18.0,0.6,0.11
Macédoine du Nord,Olives,vegetal,6784.54,13.0,0.11,1.31
Macédoine du Nord,"Oranges, Mandarines",vegetal,24862.6,9.0,0.16,0.02
Macédoine du Nord,Orge,vegetal,0.0,0.0,0.0,
Macédoine du Nord,Pamplemousse,vegetal,1032.43,0.0,0.0,0.0
Macédoine du Nord,Patates douces,vegetal,21.07,0.0,,
Macédoine du Nord,Piments,vegetal,4930.38,20.0,0.77,1.11
Macédoine du Nord,"Plantes Oleiferes, Autre",vegetal,63.21,0.0,0.01,0.03
Macédoine du Nord,Pois,vegetal,1854.16,8.0,0.54,0.04
Macédoine du Nord,Poivre,vegetal,168.56,1.0,0.02,0.01
Macédoine du Nord,Pommes,vegetal,15275.75,9.0,0.02,0.05
Macédoine du Nord,Pommes de Terre,vegetal,124881.89,106.0,2.5,0.15
Macédoine du Nord,Raisin,vegetal,93677.22,65.0,0.61,0.47
Macédoine du Nord,Riz (Eq Blanchi),vegetal,5920.67,28.0,0.54,0.07
Macédoine du Nord,Seigle,vegetal,990.29,3.0,0.09,0.02
Macédoine du Nord,Soja,vegetal,969.22,4.0,0.47,0.22
Macédoine du Nord,Sorgho,vegetal,,,,
Macédoine du Nord,Sucre Eq Brut,vegetal,76020.56,351.0,,
Macédoine du Nord,"Sucre, betterave",vegetal,,,,
Macédoine du Nord,Sésame,vegetal,632.1,5.0,0.15,0.41
Macédoine du Nord,Thé,vegetal,526.75,0.0,0.06,
Macédoine du Nord,Tomates,vegetal,94604.3,22.0,1.02,0.25
Macédoine du Nord,Vin,vegetal,4508.98,4.0,0.0,
Macédoine du Nord,"Épices, Autres",vegetal,800.66,4.0,0.15,0.16
Madagascar,"Agrumes, Autres",vegetal,229.25,0.0,,
Madagascar,"Alcool, non Comestible",vegetal,,,,
Madagascar,Aliments pour enfants,vegetal,0.0,0.0,0.0,0.0
Madagascar,Ananas,vegetal,72213.75,3.0,0.03,0.01
Madagascar,Arachides Decortiquees,vegetal,1834.0,1.0,0.05,0.1
Madagascar,Avoine,vegetal,0.0,0.0,0.0,0.0
Madagascar,Bananes,vegetal,319574.5,23.0,0.38,0.04
Madagascar,Bière,vegetal,112332.50000000001,6.0,0.07,
Madagascar,Blé,vegetal,206554.25,68.0,2.04,0.28
Madagascar,Boissons Alcooliques,vegetal,11233.25,4.0,,
Madagascar,Boissons Fermentés,vegetal,0.0,0.0,,
Madagascar,Café,vegetal,46996.24999999999,3.0,0.37,
Madagascar,Citrons & Limes,vegetal,4126.5,0.0,0.0,0.0
Madagascar,Coco (Incl Coprah),vegetal,34158.25,6.0,0.06,0.58
Madagascar,"Céréales, Autres",vegetal,458.5,0.0,0.01,0.0
Madagascar,Dattes,vegetal,0.0,0.0,,
Madagascar,Edulcorants Autres,vegetal,11004.0,1.0,0.0,
Madagascar,Feve de Cacao,vegetal,3209.5000000000005,2.0,0.04,0.17
Madagascar,"Fruits, Autres",vegetal,548595.25,31.0,0.35,0.55
Madagascar,Girofles,vegetal,11004.0,4.0,0.08,0.27
Madagascar,Graines Colza/Moutarde,vegetal,0.0,0.0,0.0,0.0
Madagascar,Graines de coton,vegetal,,,,
Madagascar,Graines de tournesol,vegetal,0.0,0.0,,
Madagascar,Haricots,vegetal,70150.5,28.0,1.81,0.13
Madagascar,Huil Plantes Oleif Autr,vegetal,5272.75,5.0,0.0,0.62
Madagascar,Huile Graines de Coton,vegetal,1375.5,1.0,,0.15
Madagascar,Huile d'Arachide,vegetal,4585.0,5.0,,0.54
Madagascar,Huile d'Olive,vegetal,229.25,0.0,,0.01
Madagascar,Huile de Coco,vegetal,8023.749999999999,9.0,,0.96
Madagascar,Huile de Colza&Moutarde,vegetal,687.75,1.0,,0.08
Madagascar,Huile de Germe de Maïs,vegetal,0.0,0.0,,0.0
Madagascar,Huile de Palme,vegetal,8940.75,10.0,,1.08
Madagascar,Huile de Palmistes,vegetal,,,,
Madagascar,Huile de Soja,vegetal,21320.25,23.0,,2.56
Madagascar,Huile de Sésame,vegetal,0.0,0.0,,0.0
Madagascar,Huile de Tournesol,vegetal,1834.0,2.0,,0.23
Madagascar,"Légumes, Autres",vegetal,346855.25,10.0,0.6,0.08
Madagascar,Légumineuses Autres,vegetal,10316.25,4.0,0.22,0.04
Madagascar,Manioc,vegetal,2843387.75,303.0,2.41,0.4
Madagascar,Maïs,vegetal,412191.5,146.0,3.73,1.39
Madagascar,Miel,vegetal,4355.75,2.0,0.0,
Madagascar,Millet,vegetal,,0.0,,
Madagascar,Miscellanees,vegetal,,0.0,0.01,0.01
Madagascar,Noix,vegetal,6189.75,1.0,0.05,0.12
Madagascar,Oignons,vegetal,6648.25,0.0,0.01,0.0
Madagascar,Olives,vegetal,0.0,0.0,,0.0
Madagascar,"Oranges, Mandarines",vegetal,84364.0,3.0,0.04,0.03
Madagascar,Orge,vegetal,0.0,0.0,,
Madagascar,Palmistes,vegetal,,,,
Madagascar,Pamplemousse,vegetal,10774.75,0.0,0.01,0.0
Madagascar,Patates douces,vegetal,500223.5,57.0,0.78,0.12
Madagascar,Piments,vegetal,1834.0,1.0,0.03,0.02
Madagascar,"Plantes Oleiferes, Autre",vegetal,0.0,0.0,0.0,0.0
Madagascar,Pois,vegetal,13296.5,6.0,0.36,0.03
Madagascar,Poivre,vegetal,2980.25,1.0,0.04,0.01
Madagascar,Pommes,vegetal,8482.25,0.0,0.0,0.0
Madagascar,Pommes de Terre,vegetal,129297.0,11.0,0.23,0.02
Madagascar,Racines nda,vegetal,121731.74999999999,13.0,0.22,0.01
Madagascar,Raisin,vegetal,458.5,0.0,0.0,0.0
Madagascar,Riz (Eq Blanchi),vegetal,2350500.25,1040.0,22.51,3.69
Madagascar,Seigle,vegetal,229.25,0.0,0.0,
Madagascar,Soja,vegetal,0.0,0.0,0.0,0.0
Madagascar,Sorgho,vegetal,1834.0,1.0,0.02,0.0
Madagascar,Sucre Eq Brut,vegetal,154514.5,66.0,,
Madagascar,"Sucre, canne",vegetal,113708.0,4.0,0.04,0.01
Madagascar,Sésame,vegetal,,,,
Madagascar,Thé,vegetal,458.5,0.0,0.01,
Madagascar,Tomates,vegetal,35533.75,1.0,0.04,0.01
Madagascar,Vin,vegetal,8940.75,1.0,,
Madagascar,"Épices, Autres",vegetal,1146.25,0.0,0.01,0.01
Malaisie,"Agrumes, Autres",vegetal,5051.89,0.0,0.0,0.0
Malaisie,"Alcool, non Comestible",vegetal,,,,
Malaisie,Aliments pour enfants,vegetal,48735.88,17.0,0.68,0.13
Malaisie,Ananas,vegetal,215745.42,7.0,0.07,0.04
Malaisie,Arachides Decortiquees,vegetal,28231.15,14.0,0.62,1.2
Malaisie,Avoine,vegetal,25853.79,4.0,0.16,0.06
Malaisie,Bananes,vegetal,224957.69,13.0,0.17,0.04
Malaisie,Bananes plantains,vegetal,0.0,0.0,,
Malaisie,Bière,vegetal,260023.75,10.0,0.12,
Malaisie,Blé,vegetal,1516755.68,385.0,10.02,1.26
Malaisie,Boissons Alcooliques,vegetal,0.0,0.0,0.0,
Malaisie,Boissons Fermentés,vegetal,2080.19,0.0,0.0,
Malaisie,Café,vegetal,1485.85,0.0,0.01,
Malaisie,Citrons & Limes,vegetal,17235.86,0.0,0.01,0.02
Malaisie,Coco (Incl Coprah),vegetal,130160.46,18.0,0.18,1.61
Malaisie,"Céréales, Autres",vegetal,32391.530000000002,8.0,0.23,0.03
Malaisie,Dattes,vegetal,17830.2,3.0,0.03,0.01
Malaisie,Edulcorants Autres,vegetal,33580.21,9.0,0.01,0.02
Malaisie,Feve de Cacao,vegetal,9212.27,3.0,0.05,0.25
Malaisie,"Fruits, Autres",vegetal,498651.26000000007,21.0,0.23,0.14
Malaisie,Girofles,vegetal,891.51,0.0,0.0,0.01
Malaisie,Graines Colza/Moutarde,vegetal,0.0,0.0,0.0,0.0
Malaisie,Graines de coton,vegetal,,,,
Malaisie,Graines de tournesol,vegetal,,,,
Malaisie,Haricots,vegetal,39820.78,12.0,0.79,0.05
Malaisie,Huil Plantes Oleif Autr,vegetal,28825.49,23.0,0.0,2.65
Malaisie,Huile Graines de Coton,vegetal,0.0,0.0,,0.01
Malaisie,Huile d'Arachide,vegetal,5349.06,4.0,,0.5
Malaisie,Huile d'Olive,vegetal,1188.68,1.0,,0.12
Malaisie,Huile de Coco,vegetal,33580.21,27.0,,3.08
Malaisie,Huile de Colza&Moutarde,vegetal,1188.68,1.0,,0.11
Malaisie,Huile de Germe de Maïs,vegetal,9806.61,8.0,,0.89
Malaisie,Huile de Palme,vegetal,204750.13,164.0,0.01,18.54
Malaisie,Huile de Palmistes,vegetal,129863.29,106.0,,11.99
Malaisie,Huile de Soja,vegetal,69834.95,57.0,,6.45
Malaisie,Huile de Sésame,vegetal,9509.44,8.0,,0.88
Malaisie,Huile de Tournesol,vegetal,297.17,0.0,,0.02
Malaisie,Ignames,vegetal,1485.85,0.0,0.0,
Malaisie,"Légumes, Autres",vegetal,1506651.9,39.0,1.95,0.31
Malaisie,Légumineuses Autres,vegetal,29717.0,9.0,0.56,0.07
Malaisie,Manioc,vegetal,60622.68,6.0,0.04,0.02
Malaisie,Maïs,vegetal,470122.94,119.0,2.84,1.27
Malaisie,Miel,vegetal,1188.68,0.0,0.0,
Malaisie,Millet,vegetal,,,,
Malaisie,Miscellanees,vegetal,,0.0,0.0,0.0
Malaisie,Noix,vegetal,57948.15,12.0,0.3,0.87
Malaisie,Oignons,vegetal,397019.12,14.0,0.55,0.07
Malaisie,Olives,vegetal,297.17,0.0,0.0,0.0
Malaisie,"Oranges, Mandarines",vegetal,194943.52,5.0,0.08,0.02
Malaisie,Orge,vegetal,1485.85,0.0,0.01,0.0
Malaisie,Palmistes,vegetal,,,,
Malaisie,Pamplemousse,vegetal,8023.590000000001,0.0,0.0,0.0
Malaisie,Patates douces,vegetal,25556.62,2.0,0.02,0.01
Malaisie,Piments,vegetal,46952.86,12.0,0.5,0.54
